;city_code;product;product_type;year;destinated_area
55;505ceb6546aa8435;Livestock;pasture;2018-01-01;32818.36682
56;44d800c11a5f3bfa;Others;permanent;2018-01-01;567.0
57;60982e0f7928740a;Sorghum;temporary;2018-01-01;0.0
58;c129d0cd5f1afd51;Livestock;pasture;2018-01-01;12101.69834
59;2631530645ac2ec8;Rice;temporary;2018-01-01;57.22328410078195
60;51db62cb09adc2e8;Others;temporary;2018-01-01;46.0
61;e635f6b0f8a98808;Cassava;temporary;2018-01-01;1650.0
62;df19203419d2ea64;Cocoa;permanent;2018-01-01;350.0
63;5b6072f8f6d37acc;Palm oil;permanent;2018-01-01;0.0
64;617532f74ef8ed73;Corn;temporary;2018-01-01;40.0
65;df19203419d2ea64;Livestock;pasture;2018-01-01;13914.67041
66;5e1e131ec84f4c87;Soy;temporary;2018-01-01;2189.9999999999995
67;7b95e27ce402e6e5;Livestock;pasture;2018-01-01;307392.3469
68;a245de687a867003;Sorghum;temporary;2018-01-01;0.0
69;0307883b5d063703;Cassava;temporary;2018-01-01;116.0
70;2ad055c7757d499d;Sorghum;temporary;2018-01-01;0.0
71;50a2afbdc678a65f;Palm oil;permanent;2018-01-01;0.0
72;878bd5338ba55697;Corn;temporary;2018-01-01;600.0
73;cead2cbd1f8f0b86;Cocoa;permanent;2018-01-01;0.0
74;480b0f80325080af;Others;permanent;2018-01-01;262.0
75;773cbe24d8fc9fea;Sorghum;temporary;2018-01-01;0.0
76;9bd4f108a319de42;Rice;temporary;2018-01-01;4500.0
77;2ad055c7757d499d;Soy;temporary;2018-01-01;0.0
78;617532f74ef8ed73;Rice;temporary;2018-01-01;14.0
79;07bba1a59af78f2d;Others;temporary;2018-01-01;0.0
80;c0019c9a4b4819f2;Others;permanent;2018-01-01;50.0
81;114487007645c940;Cocoa;permanent;2018-01-01;0.0
82;ba4547c678a9a2e6;Cocoa;permanent;2018-01-01;44.0
83;eac302b92f87d9ca;Corn;temporary;2018-01-01;3000.0
84;bce36d2f8aa39d8b;Others;temporary;2018-01-01;365.0
85;f67358b81451a8d1;Cassava;temporary;2018-01-01;65.0
86;6f911ef231b0efa7;Cocoa;permanent;2018-01-01;0.0
87;93656feaf53efbef;Cocoa;permanent;2018-01-01;0.0
88;8e0eb10270d768f8;Rice;temporary;2018-01-01;2900.0
89;051e9cc7d7636816;Others;temporary;2018-01-01;24.0
90;86d92d4b0a058014;Others;temporary;2018-01-01;0.0
91;8ca7766621b0ffe9;Beans;temporary;2018-01-01;330.0
92;be8a37473dc63db0;Soy;temporary;2018-01-01;400.0
93;8ef25b4985bc557a;Livestock;pasture;2018-01-01;216429.0422
94;11b6622567f98f3b;Livestock;pasture;2018-01-01;27638.6344
95;8910840651ee3971;Corn;temporary;2018-01-01;700.0
96;2a6b10e6e68be90e;Others;permanent;2018-01-01;1760.0
97;fa005e1ffef6032a;Sorghum;temporary;2018-01-01;0.0
98;783dbed4df67af9f;Corn;temporary;2018-01-01;1000.0
99;df19203419d2ea64;Palm oil;permanent;2018-01-01;0.0
100;ba23b66825fc1c91;Cocoa;permanent;2018-01-01;0.0
101;70a4c62beba3c168;Palm oil;permanent;2018-01-01;8000.0
102;1096f26c5a236d0b;Livestock;pasture;2018-01-01;95371.18139
103;51db62cb09adc2e8;Palm oil;permanent;2018-01-01;0.0
104;062ce4c17e84291e;Sorghum;temporary;2018-01-01;0.0
105;fda49275fbf5caf6;Palm oil;permanent;2018-01-01;0.0
106;c118b149223ba711;Cassava;temporary;2018-01-01;385.0
107;a51be58f39d1d625;Sorghum;temporary;2018-01-01;0.0
108;588162e9cdf5d66d;Others;permanent;2018-01-01;586.0
109;f1fd357c5adaa8dc;Cocoa;permanent;2018-01-01;400.0
110;07ce2e79e19977e9;Sorghum;temporary;2018-01-01;0.0
111;437130e27b6165ec;Cocoa;permanent;2018-01-01;16.583333333333332
112;9ce50fa197613de1;Others;temporary;2018-01-01;0.0
113;cb23149538de1c42;Others;temporary;2018-01-01;63.0
114;4de42e351006a2ae;Rice;temporary;2018-01-01;0.0
115;11645a57d3a1d507;Others;permanent;2018-01-01;802.0
116;df2cd1cbe849ebd0;Others;temporary;2018-01-01;0.0
117;8910840651ee3971;Others;permanent;2018-01-01;882.0
118;ba23b66825fc1c91;Rice;temporary;2018-01-01;200.0
119;8a4ab531676691da;Cassava;temporary;2018-01-01;400.0
120;8ca7766621b0ffe9;Sorghum;temporary;2018-01-01;0.0
121;351bc0cbcce79ec9;Rice;temporary;2018-01-01;50.0
122;5b6072f8f6d37acc;Livestock;pasture;2018-01-01;433669.5611
123;c45d8ddba643c0d7;Cassava;temporary;2018-01-01;500.0
124;60982e0f7928740a;Others;temporary;2018-01-01;2.0
125;cdc89121a4b9478b;Others;permanent;2018-01-01;45.0
126;1d8a692643f9a15a;Cocoa;permanent;2018-01-01;4050.0
127;7926ffd2861f8dbc;Rice;temporary;2018-01-01;25.0
128;cead2cbd1f8f0b86;Cassava;temporary;2018-01-01;3010.0
129;07ed828db19fe8ca;Cassava;temporary;2018-01-01;400.0
130;0dcbfaab30eb40c1;Cocoa;permanent;2018-01-01;0.0
131;5e7093a1cd2a8779;Others;temporary;2018-01-01;20.0
132;f3c2cc112eb0e6fe;Livestock;pasture;2018-01-01;9737.36199
133;df2cd1cbe849ebd0;Sorghum;temporary;2018-01-01;0.0
134;7926ffd2861f8dbc;Sorghum;temporary;2018-01-01;0.0
135;807c5037e6993f2c;Cassava;temporary;2018-01-01;3000.0
136;74d75dde6dc4a5ec;Cocoa;permanent;2018-01-01;20.0
137;351174f21316c2f0;Others;temporary;2018-01-01;47.0
138;480b0f80325080af;Others;temporary;2018-01-01;25.0
139;ae345f007f327b22;Corn;temporary;2018-01-01;2000.0
140;ba4547c678a9a2e6;Others;temporary;2018-01-01;15.0
141;7b95e27ce402e6e5;Corn;temporary;2018-01-01;1500.0
142;56aa50429893f5ca;Others;temporary;2018-01-01;0.0
143;f67358b81451a8d1;Others;permanent;2018-01-01;6.0
144;782568ced6ad8838;Cassava;temporary;2018-01-01;57.0
145;a1b03f0e4d79b4fe;Cassava;temporary;2018-01-01;400.0
146;7f076b180f941ec8;Sorghum;temporary;2018-01-01;0.0
147;ba4547c678a9a2e6;Rice;temporary;2018-01-01;0.0
148;4b530007d167bd54;Palm oil;permanent;2018-01-01;0.0
149;a454a6655aaaaaed;Cocoa;permanent;2018-01-01;6.0
150;20589298110cd872;Palm oil;permanent;2018-01-01;0.0
151;4de42e351006a2ae;Cassava;temporary;2018-01-01;100.0
152;60982e0f7928740a;Others;permanent;2018-01-01;67.0
153;773cbe24d8fc9fea;Livestock;pasture;2018-01-01;4947.382098
154;8ca7766621b0ffe9;Others;permanent;2018-01-01;74.0
155;9ce50fa197613de1;Cassava;temporary;2018-01-01;180.0
156;6471ede39ca61b39;Livestock;pasture;2018-01-01;152555.7561
157;7926ffd2861f8dbc;Palm oil;permanent;2018-01-01;0.0
158;ab984377b2dc0284;Soy;temporary;2018-01-01;0.0
159;351bc0cbcce79ec9;Livestock;pasture;2018-01-01;405107.1604
160;71975b563db10671;Palm oil;permanent;2018-01-01;0.0
161;07ce2e79e19977e9;Palm oil;permanent;2018-01-01;0.0
162;9d8776ac0a78d908;Corn;temporary;2018-01-01;102.92006950477844
163;70a4c62beba3c168;Beans;temporary;2018-01-01;70.0
164;ab984377b2dc0284;Corn;temporary;2018-01-01;100.0
165;164c8953d3af2bbe;Sorghum;temporary;2018-01-01;0.0
166;c118b149223ba711;Livestock;pasture;2018-01-01;4926.688079
167;841ef18dcb3dbc3e;Rice;temporary;2018-01-01;0.0
168;b4bb04d2a6472ea0;Cassava;temporary;2018-01-01;30.0
169;cdc89121a4b9478b;Livestock;pasture;2018-01-01;587546.8858
170;f8e70145d73bd728;Livestock;pasture;2018-01-01;20307.53943
171;505ceb6546aa8435;Others;permanent;2018-01-01;115.0
172;1bd7145ed1da044a;Rice;temporary;2018-01-01;900.0
173;50a2afbdc678a65f;Cassava;temporary;2018-01-01;700.0
174;2a6b10e6e68be90e;Soy;temporary;2018-01-01;600.0
175;9bd4f108a319de42;Cassava;temporary;2018-01-01;200.0
176;ba4547c678a9a2e6;Palm oil;permanent;2018-01-01;190.0
177;66fdcb391ed58d3d;Cassava;temporary;2018-01-01;663.0
178;e635f6b0f8a98808;Rice;temporary;2018-01-01;550.0
179;588162e9cdf5d66d;Corn;temporary;2018-01-01;13200.0
180;617532f74ef8ed73;Palm oil;permanent;2018-01-01;0.0
181;cb23149538de1c42;Soy;temporary;2018-01-01;0.0
182;f3c2cc112eb0e6fe;Soy;temporary;2018-01-01;0.0
183;a454a6655aaaaaed;Cassava;temporary;2018-01-01;8000.0
184;f3c2cc112eb0e6fe;Palm oil;permanent;2018-01-01;0.0
185;b0e4b4b27117562a;Livestock;pasture;2018-01-01;154902.981
186;cf96db4cc35ea025;Others;permanent;2018-01-01;1.0
187;7b95e27ce402e6e5;Cassava;temporary;2018-01-01;1210.0
188;de1994d393ef525a;Rice;temporary;2018-01-01;80.0
189;6cce2bf873870afc;Cocoa;permanent;2018-01-01;253.0
190;6471ede39ca61b39;Others;permanent;2018-01-01;504.0
191;cdc89121a4b9478b;Corn;temporary;2018-01-01;14080.0
192;5b3728d86ce29fd2;Palm oil;permanent;2018-01-01;0.0
193;3cf541a13002d37b;Cassava;temporary;2018-01-01;250.0
194;0307883b5d063703;Others;temporary;2018-01-01;14.0
195;8910840651ee3971;Cassava;temporary;2018-01-01;240.0
196;70a4c62beba3c168;Livestock;pasture;2018-01-01;247417.7469
197;f67358b81451a8d1;Soy;temporary;2018-01-01;0.0
198;09791645137aa877;Sorghum;temporary;2018-01-01;0.0
199;4c4428f2e4550a5a;Sorghum;temporary;2018-01-01;0.0
200;ab984377b2dc0284;Cocoa;permanent;2018-01-01;11.0
201;ba4547c678a9a2e6;Cassava;temporary;2018-01-01;4000.0
202;960b4f2c94a2fb2c;Cassava;temporary;2018-01-01;2050.0
203;3a8618990d23351f;Livestock;pasture;2018-01-01;4078.562334
204;07ce2e79e19977e9;Livestock;pasture;2018-01-01;31917.65775
205;3a8618990d23351f;Rice;temporary;2018-01-01;15.0
206;10973d6049af898b;Palm oil;permanent;2018-01-01;0.0
207;03e477d4ede00e89;Palm oil;permanent;2018-01-01;0.0
208;47564ef7b8c69829;Cocoa;permanent;2018-01-01;5598.0
209;505ceb6546aa8435;Cassava;temporary;2018-01-01;234.23134890730967
210;1bd7145ed1da044a;Livestock;pasture;2018-01-01;134585.4812
211;5e1e131ec84f4c87;Palm oil;permanent;2018-01-01;0.0
212;77c880feff17c521;Corn;temporary;2018-01-01;6000.0
213;960b4f2c94a2fb2c;Others;permanent;2018-01-01;700.0
214;3fdbc27a4bed0deb;Cocoa;permanent;2018-01-01;2580.0
215;f39d21744916469c;Livestock;pasture;2018-01-01;194546.3531
216;1bd7145ed1da044a;Soy;temporary;2018-01-01;18000.0
217;d6ffd6d7dfe22d57;Others;temporary;2018-01-01;0.0
218;f67358b81451a8d1;Palm oil;permanent;2018-01-01;0.0
219;9d8776ac0a78d908;Others;temporary;2018-01-01;0.0
220;cead2cbd1f8f0b86;Beans;temporary;2018-01-01;3000.0
221;074590cfc1c41ebf;Cocoa;permanent;2018-01-01;1206.0
222;a7187a1b5b870cf4;Rice;temporary;2018-01-01;5.0
223;0ea136556d12fc16;Corn;temporary;2018-01-01;3492.0
224;fae378a53734da72;Rice;temporary;2018-01-01;50.0
225;60982e0f7928740a;Corn;temporary;2018-01-01;60.0
226;86d92d4b0a058014;Corn;temporary;2018-01-01;260.0
227;b4829f1e221d9778;Livestock;pasture;2018-01-01;25860.01661
228;11645a57d3a1d507;Rice;temporary;2018-01-01;0.0
229;4c4428f2e4550a5a;Cassava;temporary;2018-01-01;4504.0
230;2ad055c7757d499d;Corn;temporary;2018-01-01;45.0
231;77c880feff17c521;Cassava;temporary;2018-01-01;1000.0
232;07ce2e79e19977e9;Rice;temporary;2018-01-01;15.477488548765498
233;878bd5338ba55697;Rice;temporary;2018-01-01;25.0
234;cb23149538de1c42;Beans;temporary;2018-01-01;32.0
235;47564ef7b8c69829;Sorghum;temporary;2018-01-01;0.0
236;4c4428f2e4550a5a;Livestock;pasture;2018-01-01;30625.6396
237;66fdcb391ed58d3d;Corn;temporary;2018-01-01;650.0
238;cf96db4cc35ea025;Cocoa;permanent;2018-01-01;16.583333333333332
239;588162e9cdf5d66d;Others;temporary;2018-01-01;25.0
240;9ce50fa197613de1;Cocoa;permanent;2018-01-01;0.0
241;351bc0cbcce79ec9;Soy;temporary;2018-01-01;0.0
242;ec84c1e86735dc9b;Livestock;pasture;2018-01-01;195849.2705
243;07bba1a59af78f2d;Others;permanent;2018-01-01;787.0
244;6f911ef231b0efa7;Others;permanent;2018-01-01;391.0
245;18e37d24ff8517ef;Soy;temporary;2018-01-01;500.0
246;0307883b5d063703;Soy;temporary;2018-01-01;0.0
247;114487007645c940;Sorghum;temporary;2018-01-01;0.0
248;07bba1a59af78f2d;Rice;temporary;2018-01-01;30.0
249;77c880feff17c521;Cocoa;permanent;2018-01-01;10.0
250;841ef18dcb3dbc3e;Sorghum;temporary;2018-01-01;0.0
251;93656feaf53efbef;Rice;temporary;2018-01-01;2.617797042325341
252;3cf541a13002d37b;Others;temporary;2018-01-01;20.0
253;f1fd357c5adaa8dc;Soy;temporary;2018-01-01;0.0
254;5214b514b5b440be;Rice;temporary;2018-01-01;200.0
255;77c880feff17c521;Livestock;pasture;2018-01-01;552276.1542
256;b4829f1e221d9778;Soy;temporary;2018-01-01;400.0
257;fae378a53734da72;Soy;temporary;2018-01-01;0.0
258;074590cfc1c41ebf;Soy;temporary;2018-01-01;2000.0
259;062ce4c17e84291e;Soy;temporary;2018-01-01;0.0
260;44d800c11a5f3bfa;Palm oil;permanent;2018-01-01;0.0
261;80e8ffb027590a74;Sorghum;temporary;2018-01-01;0.0
262;0dcbfaab30eb40c1;Beans;temporary;2018-01-01;450.0
263;e635f6b0f8a98808;Sorghum;temporary;2018-01-01;0.0
264;480b0f80325080af;Rice;temporary;2018-01-01;100.0
265;df2cd1cbe849ebd0;Cassava;temporary;2018-01-01;1200.0
266;9bd4f108a319de42;Soy;temporary;2018-01-01;0.0
267;be4424aa54f8d2ae;Beans;temporary;2018-01-01;200.0
268;1d8a692643f9a15a;Others;temporary;2018-01-01;10.0
269;85adcb13676b6172;Others;permanent;2018-01-01;0.0
270;a18af8fbae254d86;Beans;temporary;2018-01-01;4.6157894736842096
271;cead2cbd1f8f0b86;Corn;temporary;2018-01-01;50.0
272;114487007645c940;Soy;temporary;2018-01-01;0.0
273;9bc907eeb9e3fc52;Others;permanent;2018-01-01;10.0
274;07bba1a59af78f2d;Beans;temporary;2018-01-01;140.0
275;2631530645ac2ec8;Others;permanent;2018-01-01;445.0
276;783dbed4df67af9f;Cocoa;permanent;2018-01-01;9843.0
277;5b6072f8f6d37acc;Others;permanent;2018-01-01;80.0
278;68f01d67ad163f32;Others;temporary;2018-01-01;0.0
279;5e1e131ec84f4c87;Cassava;temporary;2018-01-01;1250.0
280;773cbe24d8fc9fea;Cassava;temporary;2018-01-01;170.0
281;9ce50fa197613de1;Sorghum;temporary;2018-01-01;0.0
282;8ca7766621b0ffe9;Soy;temporary;2018-01-01;3808.0
283;437130e27b6165ec;Rice;temporary;2018-01-01;50.0
284;d6ffd6d7dfe22d57;Sorghum;temporary;2018-01-01;0.0
285;e635f6b0f8a98808;Corn;temporary;2018-01-01;70.0
286;18fb5197aa553b9c;Beans;temporary;2018-01-01;50.0
287;74d75dde6dc4a5ec;Soy;temporary;2018-01-01;0.0
288;3fdbc27a4bed0deb;Others;permanent;2018-01-01;6786.0
289;773cbe24d8fc9fea;Cocoa;permanent;2018-01-01;0.0
290;3a8618990d23351f;Cassava;temporary;2018-01-01;170.0
291;e635f6b0f8a98808;Palm oil;permanent;2018-01-01;0.0
292;3a8618990d23351f;Cocoa;permanent;2018-01-01;0.0
293;878bd5338ba55697;Beans;temporary;2018-01-01;100.0
294;960b4f2c94a2fb2c;Soy;temporary;2018-01-01;0.0
295;773cbe24d8fc9fea;Soy;temporary;2018-01-01;0.0
296;cf96db4cc35ea025;Rice;temporary;2018-01-01;7.571428571428572
297;df19203419d2ea64;Others;temporary;2018-01-01;36.0
298;cf96db4cc35ea025;Others;temporary;2018-01-01;0.0
299;8ca7766621b0ffe9;Others;temporary;2018-01-01;7670.0
300;351174f21316c2f0;Palm oil;permanent;2018-01-01;0.0
301;9d8776ac0a78d908;Cocoa;permanent;2018-01-01;0.0
302;074590cfc1c41ebf;Corn;temporary;2018-01-01;1500.0
303;f4612b8b5a8223b5;Palm oil;permanent;2018-01-01;0.0
304;a7187a1b5b870cf4;Others;permanent;2018-01-01;0.0
305;1096f26c5a236d0b;Others;temporary;2018-01-01;15.0
306;3a8618990d23351f;Others;permanent;2018-01-01;50.0
307;074590cfc1c41ebf;Palm oil;permanent;2018-01-01;0.0
308;68f01d67ad163f32;Rice;temporary;2018-01-01;50.0
309;fa005e1ffef6032a;Beans;temporary;2018-01-01;53.16997013304371
310;64a227aa24370b17;Cassava;temporary;2018-01-01;222.0
311;b73e63cd3a2904c9;Cocoa;permanent;2018-01-01;16.583333333333332
312;4de42e351006a2ae;Others;temporary;2018-01-01;0.0
313;eac302b92f87d9ca;Cassava;temporary;2018-01-01;10000.0
314;47564ef7b8c69829;Others;permanent;2018-01-01;708.0
315;72b65b337fc5302a;Cassava;temporary;2018-01-01;5000.0
316;e635f6b0f8a98808;Others;temporary;2018-01-01;86.0
317;cdc89121a4b9478b;Beans;temporary;2018-01-01;500.0
318;50a2afbdc678a65f;Others;temporary;2018-01-01;65.0
319;8ef25b4985bc557a;Others;permanent;2018-01-01;1482.0
320;764cd56389d50070;Rice;temporary;2018-01-01;750.0
321;2a6b10e6e68be90e;Palm oil;permanent;2018-01-01;0.0
322;051e9cc7d7636816;Others;permanent;2018-01-01;12.0
323;72b65b337fc5302a;Rice;temporary;2018-01-01;0.0
324;f8e70145d73bd728;Sorghum;temporary;2018-01-01;0.0
325;062ce4c17e84291e;Palm oil;permanent;2018-01-01;0.0
326;20589298110cd872;Cocoa;permanent;2018-01-01;0.0
327;11b6622567f98f3b;Cocoa;permanent;2018-01-01;0.0
328;6a7b8c3ab2bc6c38;Corn;temporary;2018-01-01;300.0
329;de1994d393ef525a;Soy;temporary;2018-01-01;0.0
330;60982e0f7928740a;Beans;temporary;2018-01-01;30.0
331;855f882ce507aba5;Others;permanent;2018-01-01;143.0
332;b0e4b4b27117562a;Others;temporary;2018-01-01;43.0
333;51db62cb09adc2e8;Sorghum;temporary;2018-01-01;0.0
334;0ea136556d12fc16;Others;permanent;2018-01-01;1610.0
335;783dbed4df67af9f;Cassava;temporary;2018-01-01;1200.0
336;10973d6049af898b;Cocoa;permanent;2018-01-01;0.0
337;d0f5f5b9fcecb0d8;Corn;temporary;2018-01-01;15.0
338;80e8ffb027590a74;Palm oil;permanent;2018-01-01;0.0
339;617532f74ef8ed73;Others;permanent;2018-01-01;225.0
340;de1994d393ef525a;Palm oil;permanent;2018-01-01;0.0
341;062ce4c17e84291e;Cocoa;permanent;2018-01-01;0.0
342;9d8776ac0a78d908;Others;permanent;2018-01-01;79.0
343;6471ede39ca61b39;Others;temporary;2018-01-01;103.0
344;70a4c62beba3c168;Soy;temporary;2018-01-01;0.0
345;1d8a692643f9a15a;Livestock;pasture;2018-01-01;36108.92902
346;f39d21744916469c;Others;permanent;2018-01-01;260.0
347;857b720c7c979ae1;Livestock;pasture;2018-01-01;5713.702757
348;72b65b337fc5302a;Cocoa;permanent;2018-01-01;16.583333333333332
349;13804a196311e1ba;Others;temporary;2018-01-01;110.0
350;70a4c62beba3c168;Rice;temporary;2018-01-01;80.0
351;ba23b66825fc1c91;Others;permanent;2018-01-01;407.0
352;a7187a1b5b870cf4;Sorghum;temporary;2018-01-01;0.0
353;5e7093a1cd2a8779;Livestock;pasture;2018-01-01;105354.7982
354;ae345f007f327b22;Sorghum;temporary;2018-01-01;0.0
355;cb23149538de1c42;Sorghum;temporary;2018-01-01;0.0
356;b4829f1e221d9778;Others;permanent;2018-01-01;5.0
357;64a227aa24370b17;Palm oil;permanent;2018-01-01;0.0
358;746cc42bfb8f6b62;Cassava;temporary;2018-01-01;600.0
359;0307883b5d063703;Livestock;pasture;2018-01-01;8384.741529
360;4b530007d167bd54;Corn;temporary;2018-01-01;2100.0
361;20589298110cd872;Cassava;temporary;2018-01-01;1000.0
362;a7187a1b5b870cf4;Cassava;temporary;2018-01-01;1192.4978354978357
363;351174f21316c2f0;Cocoa;permanent;2018-01-01;50.0
364;164c8953d3af2bbe;Soy;temporary;2018-01-01;0.0
365;8ca7766621b0ffe9;Rice;temporary;2018-01-01;1750.0
366;f3c2cc112eb0e6fe;Sorghum;temporary;2018-01-01;0.0
367;351174f21316c2f0;Corn;temporary;2018-01-01;30.0
368;50a2afbdc678a65f;Others;permanent;2018-01-01;1975.0
369;0307883b5d063703;Beans;temporary;2018-01-01;20.663836442855548
370;c45d8ddba643c0d7;Palm oil;permanent;2018-01-01;250.0
371;6471ede39ca61b39;Rice;temporary;2018-01-01;390.0
372;5b3728d86ce29fd2;Rice;temporary;2018-01-01;21.59999999999998
373;1d8a692643f9a15a;Rice;temporary;2018-01-01;250.0
374;7926ffd2861f8dbc;Beans;temporary;2018-01-01;32.0
375;a1b03f0e4d79b4fe;Livestock;pasture;2018-01-01;92216.81221
376;9bc907eeb9e3fc52;Sorghum;temporary;2018-01-01;0.0
377;ae345f007f327b22;Rice;temporary;2018-01-01;300.0
378;3cf541a13002d37b;Rice;temporary;2018-01-01;16.0
379;68f01d67ad163f32;Others;permanent;2018-01-01;1490.0
380;3fdbc27a4bed0deb;Sorghum;temporary;2018-01-01;0.0
381;ad622472210b0b57;Cassava;temporary;2018-01-01;10330.0
382;c129d0cd5f1afd51;Soy;temporary;2018-01-01;0.0
383;ec84c1e86735dc9b;Cassava;temporary;2018-01-01;3100.0
384;9ce50fa197613de1;Corn;temporary;2018-01-01;40.0
385;13804a196311e1ba;Rice;temporary;2018-01-01;90.0
386;588162e9cdf5d66d;Rice;temporary;2018-01-01;4400.0
387;47564ef7b8c69829;Soy;temporary;2018-01-01;0.0
388;205ccde9be499e17;Palm oil;permanent;2018-01-01;2600.0
389;5e7093a1cd2a8779;Rice;temporary;2018-01-01;25.0
390;6a7b8c3ab2bc6c38;Sorghum;temporary;2018-01-01;0.0
391;9bc907eeb9e3fc52;Others;temporary;2018-01-01;0.0
392;66fdcb391ed58d3d;Palm oil;permanent;2018-01-01;0.0
393;18fb5197aa553b9c;Corn;temporary;2018-01-01;400.0
394;66fdcb391ed58d3d;Cocoa;permanent;2018-01-01;0.0
395;855f882ce507aba5;Beans;temporary;2018-01-01;37.0
396;71975b563db10671;Beans;temporary;2018-01-01;18.0
397;be4424aa54f8d2ae;Rice;temporary;2018-01-01;800.0
398;71975b563db10671;Others;temporary;2018-01-01;0.0
399;09791645137aa877;Beans;temporary;2018-01-01;58.90909090909091
400;cdc89121a4b9478b;Others;temporary;2018-01-01;240.0
401;746cc42bfb8f6b62;Rice;temporary;2018-01-01;160.0
402;351bc0cbcce79ec9;Palm oil;permanent;2018-01-01;0.0
403;ae345f007f327b22;Livestock;pasture;2018-01-01;480411.2602
404;ba23b66825fc1c91;Beans;temporary;2018-01-01;100.0
405;f8e70145d73bd728;Cocoa;permanent;2018-01-01;80.0
406;c0019c9a4b4819f2;Palm oil;permanent;2018-01-01;0.0
407;855f882ce507aba5;Soy;temporary;2018-01-01;204.0909090909091
408;c129d0cd5f1afd51;Sorghum;temporary;2018-01-01;0.0
409;f1fd357c5adaa8dc;Sorghum;temporary;2018-01-01;0.0
410;0ea136556d12fc16;Others;temporary;2018-01-01;114.0
411;be8a37473dc63db0;Others;permanent;2018-01-01;1210.0
412;a7187a1b5b870cf4;Beans;temporary;2018-01-01;58.90909090909091
413;5214b514b5b440be;Palm oil;permanent;2018-01-01;0.0
