;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;city_code;product;product_type;mean
15/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;11b6622567f98f3b;Soy;temporary;
47/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;56aa50429893f5ca;Soy;temporary;
1/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;03e477d4ede00e89;Soy;temporary;
117/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;c0019c9a4b4819f2;Soy;temporary;
105/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;abcadd700f8948e3;Soy;temporary;
123/Soy/temporary;;;;;;;;100.0;450.0;;;;;130.0;;;;100.0;;700.0;270.0;cead2cbd1f8f0b86;Soy;temporary;291.6666666666667
21/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;1d8a692643f9a15a;Soy;temporary;
46/Soy/temporary;;;;;;;;500.0;;;30.0;;;;500.0;;;500.0;;30.0;500.0;5214b514b5b440be;Soy;temporary;343.3333333333333
139/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;f67358b81451a8d1;Soy;temporary;
33/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;3fdbc27a4bed0deb;Soy;temporary;
66/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;74d75dde6dc4a5ec;Soy;temporary;
85/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;8910840651ee3971;Soy;temporary;
43/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;505ceb6546aa8435;Soy;temporary;
29/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;351bc0cbcce79ec9;Soy;temporary;
16/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;13804a196311e1ba;Soy;temporary;
138/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;f4612b8b5a8223b5;Soy;temporary;
73/Soy/temporary;;;;;;;;;;;;;;;;;;;;;150.0;7b95e27ce402e6e5;Soy;temporary;150.0
107/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;ae345f007f327b22;Soy;temporary;
18/Soy/temporary;;;;;;;;;;360.0;;500.0;400.0;;;100.0;;500.0;;;500.0;18e37d24ff8517ef;Soy;temporary;393.3333333333333
31/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;3a8618990d23351f;Soy;temporary;
17/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;164c8953d3af2bbe;Soy;temporary;
100/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;a454a6655aaaaaed;Soy;temporary;
129/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;de1994d393ef525a;Soy;temporary;
55/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;6471ede39ca61b39;Soy;temporary;
25/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;2631530645ac2ec8;Soy;temporary;
67/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;764cd56389d50070;Soy;temporary;
53/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;60982e0f7928740a;Soy;temporary;
54/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;617532f74ef8ed73;Soy;temporary;
141/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;fa005e1ffef6032a;Soy;temporary;
143/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;fda49275fbf5caf6;Soy;temporary;
72/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;7926ffd2861f8dbc;Soy;temporary;
35/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;41e0f8ccfe523e0d;Soy;temporary;
36/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;437130e27b6165ec;Soy;temporary;
52/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;5e7093a1cd2a8779;Soy;temporary;
6/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;07ce2e79e19977e9;Soy;temporary;
57/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;66fdcb391ed58d3d;Soy;temporary;
101/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;a4d1e1ff1bc3b830;Soy;temporary;
126/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;d42d0e216f57b2ae;Soy;temporary;
98/Soy/temporary;;;;;;;;;;;;;;;;;;;;10.0;;a1b03f0e4d79b4fe;Soy;temporary;10.0
93/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;9bc907eeb9e3fc52;Soy;temporary;
134/Soy/temporary;;;;;;;50.0;;1300.0;500.0;1000.0;;300.0;;;500.0;;;;200.0;;ec84c1e86735dc9b;Soy;temporary;550.0
26/Soy/temporary;;;;;;;;600.0;;;;;;600.0;600.0;;;600.0;;;600.0;2a6b10e6e68be90e;Soy;temporary;600.0
81/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;85adcb13676b6172;Soy;temporary;
23/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;205ccde9be499e17;Soy;temporary;
113/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;ba4547c678a9a2e6;Soy;temporary;
70/Soy/temporary;;;;;;;;400.0;;;;;;430.0;;;;400.0;;;500.0;782568ced6ad8838;Soy;temporary;432.5
115/Soy/temporary;;;;;;;;3000.0;;;;120.0;;4370.0;900.0;;700.0;6000.0;200.0;;5000.0;be4424aa54f8d2ae;Soy;temporary;2536.25
24/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;20e241460ce4140d;Soy;temporary;
56/Soy/temporary;;;;;;;;;;;;;;;19.0;;;;;;;64a227aa24370b17;Soy;temporary;19.0
77/Soy/temporary;;;;;;;100.0;;100.0;;100.0;;;;;;;;;100.0;;80e8ffb027590a74;Soy;temporary;100.0
49/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;5b3728d86ce29fd2;Soy;temporary;
3/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;062ce4c17e84291e;Soy;temporary;
50/Soy/temporary;;;;;;;;;;300.0;;;;;;;;;;;300.0;5b6072f8f6d37acc;Soy;temporary;300.0
95/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;9ce50fa197613de1;Soy;temporary;
91/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;93656feaf53efbef;Soy;temporary;
118/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;c118b149223ba711;Soy;temporary;
97/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;a18af8fbae254d86;Soy;temporary;
13/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;114487007645c940;Soy;temporary;
28/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;351174f21316c2f0;Soy;temporary;
5/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;07bba1a59af78f2d;Soy;temporary;
83/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;86d92d4b0a058014;Soy;temporary;
10/Soy/temporary;;;;;;;;;;;;;;;;;;;;;;0ea136556d12fc16;Soy;temporary;
