;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;city_code;product;product_type;mean
134/Palm oil/permanent;;;;;;;;;;;;;;;;205.0;100.0;;;;;ec84c1e86735dc9b;Palm oil;permanent;152.5
143/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;fda49275fbf5caf6;Palm oil;permanent;
4/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;074590cfc1c41ebf;Palm oil;permanent;
42/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;4de42e351006a2ae;Palm oil;permanent;
102/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;a51be58f39d1d625;Palm oil;permanent;
63/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;71975b563db10671;Palm oil;permanent;
118/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;c118b149223ba711;Palm oil;permanent;
39/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;480b0f80325080af;Palm oil;permanent;
56/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;64a227aa24370b17;Palm oil;permanent;
41/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;4c4428f2e4550a5a;Palm oil;permanent;
38/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;47564ef7b8c69829;Palm oil;permanent;
83/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;86d92d4b0a058014;Palm oil;permanent;
54/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;617532f74ef8ed73;Palm oil;permanent;
46/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;5214b514b5b440be;Palm oil;permanent;
98/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;a1b03f0e4d79b4fe;Palm oil;permanent;
126/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;d42d0e216f57b2ae;Palm oil;permanent;
9/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;0dcbfaab30eb40c1;Palm oil;permanent;
70/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;782568ced6ad8838;Palm oil;permanent;
8/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;09791645137aa877;Palm oil;permanent;
103/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;a7187a1b5b870cf4;Palm oil;permanent;
121/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;cb23149538de1c42;Palm oil;permanent;
48/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;588162e9cdf5d66d;Palm oil;permanent;
50/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;5b6072f8f6d37acc;Palm oil;permanent;
138/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;f4612b8b5a8223b5;Palm oil;permanent;
116/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;be8a37473dc63db0;Palm oil;permanent;
21/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;1d8a692643f9a15a;Palm oil;permanent;
95/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;9ce50fa197613de1;Palm oil;permanent;
122/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;cdc89121a4b9478b;Palm oil;permanent;
51/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;5e1e131ec84f4c87;Palm oil;permanent;
55/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;6471ede39ca61b39;Palm oil;permanent;
125/Palm oil/permanent;;;;;;;;;;;;;100.0;;;;;100.0;;100.0;;d0f5f5b9fcecb0d8;Palm oil;permanent;100.0
75/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;7f076b180f941ec8;Palm oil;permanent;
32/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;3cf541a13002d37b;Palm oil;permanent;
1/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;03e477d4ede00e89;Palm oil;permanent;
109/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;b4829f1e221d9778;Palm oil;permanent;
79/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;855f882ce507aba5;Palm oil;permanent;
90/Palm oil/permanent;;;;;;;;;1547.0;;;;;;;;1547.0;;;;850.0;902f3a9003f7e637;Palm oil;permanent;1314.6666666666667
119/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;c129d0cd5f1afd51;Palm oil;permanent;
65/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;746cc42bfb8f6b62;Palm oil;permanent;
114/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;bce36d2f8aa39d8b;Palm oil;permanent;
76/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;807c5037e6993f2c;Palm oil;permanent;
57/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;66fdcb391ed58d3d;Palm oil;permanent;
107/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;ae345f007f327b22;Palm oil;permanent;
71/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;783dbed4df67af9f;Palm oil;permanent;
92/Palm oil/permanent;2500.0;2000.0;;2000.0;;;;;;;2000.0;;;;;;;;;;2000.0;960b4f2c94a2fb2c;Palm oil;permanent;2100.0
133/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;eac302b92f87d9ca;Palm oil;permanent;
67/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;764cd56389d50070;Palm oil;permanent;
59/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;6a7b8c3ab2bc6c38;Palm oil;permanent;
99/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;a245de687a867003;Palm oil;permanent;
111/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;b73e63cd3a2904c9;Palm oil;permanent;
91/Palm oil/permanent;;90.0;65.0;;;;;65.0;;;;;;;;80.0;;;65.0;;;93656feaf53efbef;Palm oil;permanent;73.0
31/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;3a8618990d23351f;Palm oil;permanent;
25/Palm oil/permanent;;1100.0;1000.0;;;;;1988.0;;;;;;;;;;;;;;2631530645ac2ec8;Palm oil;permanent;1362.6666666666667
77/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;80e8ffb027590a74;Palm oil;permanent;
29/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;351bc0cbcce79ec9;Palm oil;permanent;
28/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;351174f21316c2f0;Palm oil;permanent;
37/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;44d800c11a5f3bfa;Palm oil;permanent;
26/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;2a6b10e6e68be90e;Palm oil;permanent;
97/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;a18af8fbae254d86;Palm oil;permanent;
66/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;74d75dde6dc4a5ec;Palm oil;permanent;
89/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;8ef25b4985bc557a;Palm oil;permanent;
61/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;6f911ef231b0efa7;Palm oil;permanent;
88/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;8e0eb10270d768f8;Palm oil;permanent;
112/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;ba23b66825fc1c91;Palm oil;permanent;
30/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;3a5d0e5eb1691b38;Palm oil;permanent;
127/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;d6f1f98b1745e004;Palm oil;permanent;
94/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;9bd4f108a319de42;Palm oil;permanent;
124/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;cf96db4cc35ea025;Palm oil;permanent;
34/Palm oil/permanent;;;1800.0;;;;;;;2000.0;2650.0;;;;;;2500.0;;2400.0;;;40abcc3eff7bcf73;Palm oil;permanent;2270.0
33/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;3fdbc27a4bed0deb;Palm oil;permanent;
53/Palm oil/permanent;100.0;100.0;;;;;230.0;100.0;;;;;;;330.0;100.0;100.0;;;;;60982e0f7928740a;Palm oil;permanent;151.42857142857142
45/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;51db62cb09adc2e8;Palm oil;permanent;
19/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;18fb5197aa553b9c;Palm oil;permanent;
40/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;4b530007d167bd54;Palm oil;permanent;
49/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;5b3728d86ce29fd2;Palm oil;permanent;
22/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;20589298110cd872;Palm oil;permanent;
128/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;d6ffd6d7dfe22d57;Palm oil;permanent;
10/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;0ea136556d12fc16;Palm oil;permanent;
20/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;1bd7145ed1da044a;Palm oil;permanent;
84/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;878bd5338ba55697;Palm oil;permanent;
44/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;50a2afbdc678a65f;Palm oil;permanent;
16/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;13804a196311e1ba;Palm oil;permanent;
72/Palm oil/permanent;;;;;;;;;;;;;;;;;;;;;;7926ffd2861f8dbc;Palm oil;permanent;
