;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;city_code;product;product_type;mean
98/Cocoa/permanent;10.0;10.0;10.0;10.0;10.0;10.0;12.0;10.0;9.0;12.0;10.0;10.0;12.0;12.0;10.0;10.0;10.0;10.0;10.0;10.0;12.0;a1b03f0e4d79b4fe;Cocoa;permanent;10.428571428571429
35/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;41e0f8ccfe523e0d;Cocoa;permanent;
24/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;20e241460ce4140d;Cocoa;permanent;
139/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;f67358b81451a8d1;Cocoa;permanent;
81/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;85adcb13676b6172;Cocoa;permanent;
52/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;5e7093a1cd2a8779;Cocoa;permanent;
12/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;10973d6049af898b;Cocoa;permanent;
87/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;8ca7766621b0ffe9;Cocoa;permanent;
124/Cocoa/permanent;;;;;;;;;;;;;;;49.0;;;;;;;cf96db4cc35ea025;Cocoa;permanent;49.0
43/Cocoa/permanent;175.0;;129.0;180.0;129.0;;;;;;129.0;;;129.0;;;;;;129.0;388.0;505ceb6546aa8435;Cocoa;permanent;173.5
111/Cocoa/permanent;;6.0;;3.0;3.0;6.0;6.0;;;;;;;3.0;3.0;;;;6.0;;;b73e63cd3a2904c9;Cocoa;permanent;4.5
59/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;6a7b8c3ab2bc6c38;Cocoa;permanent;
106/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;ad622472210b0b57;Cocoa;permanent;
40/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;4b530007d167bd54;Cocoa;permanent;
8/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;09791645137aa877;Cocoa;permanent;
15/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;11b6622567f98f3b;Cocoa;permanent;
94/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;9bd4f108a319de42;Cocoa;permanent;
18/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;18e37d24ff8517ef;Cocoa;permanent;
11/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;1096f26c5a236d0b;Cocoa;permanent;
97/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;a18af8fbae254d86;Cocoa;permanent;
118/Cocoa/permanent;;;;;10.0;;;;;;;;;;;;;;;;;c118b149223ba711;Cocoa;permanent;10.0
117/Cocoa/permanent;;;;;;;;;;;10.0;;;;;;;;30.0;;30.0;c0019c9a4b4819f2;Cocoa;permanent;23.333333333333332
123/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;cead2cbd1f8f0b86;Cocoa;permanent;
34/Cocoa/permanent;;;;3.0;8.0;;;;;;;;;;;3.0;;;;;;40abcc3eff7bcf73;Cocoa;permanent;4.666666666666667
101/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;a4d1e1ff1bc3b830;Cocoa;permanent;
67/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;764cd56389d50070;Cocoa;permanent;
64/Cocoa/permanent;;;;;;19.0;;;;;;19.0;19.0;;;;;;;;;72b65b337fc5302a;Cocoa;permanent;19.0
13/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;114487007645c940;Cocoa;permanent;
125/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;d0f5f5b9fcecb0d8;Cocoa;permanent;
102/Cocoa/permanent;10.0;12.0;;12.0;;;;11.0;;10.0;;;;;14.0;;;;;;;a51be58f39d1d625;Cocoa;permanent;11.5
131/Cocoa/permanent;;59.0;;;59.0;;;;;;;30.0;59.0;;;59.0;30.0;;;;;df2cd1cbe849ebd0;Cocoa;permanent;49.333333333333336
138/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;f4612b8b5a8223b5;Cocoa;permanent;
141/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;fa005e1ffef6032a;Cocoa;permanent;
120/Cocoa/permanent;;;;;;;;;;;12.0;;;;;;;;;;;c45d8ddba643c0d7;Cocoa;permanent;12.0
3/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;062ce4c17e84291e;Cocoa;permanent;
0/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;0307883b5d063703;Cocoa;permanent;
76/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;807c5037e6993f2c;Cocoa;permanent;
45/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;51db62cb09adc2e8;Cocoa;permanent;
95/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;9ce50fa197613de1;Cocoa;permanent;
126/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;d42d0e216f57b2ae;Cocoa;permanent;
49/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;5b3728d86ce29fd2;Cocoa;permanent;
65/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;746cc42bfb8f6b62;Cocoa;permanent;
61/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;6f911ef231b0efa7;Cocoa;permanent;
83/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;86d92d4b0a058014;Cocoa;permanent;
7/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;07ed828db19fe8ca;Cocoa;permanent;
91/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;93656feaf53efbef;Cocoa;permanent;
115/Cocoa/permanent;;;30.0;;;;;30.0;;;;;;30.0;;;;;;;;be4424aa54f8d2ae;Cocoa;permanent;30.0
96/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;9d8776ac0a78d908;Cocoa;permanent;
32/Cocoa/permanent;;;;;;;6.0;6.0;;10.0;;;;;;;;;;;;3cf541a13002d37b;Cocoa;permanent;7.333333333333333
86/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;8a4ab531676691da;Cocoa;permanent;
51/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;5e1e131ec84f4c87;Cocoa;permanent;
30/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;3a5d0e5eb1691b38;Cocoa;permanent;
9/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;0dcbfaab30eb40c1;Cocoa;permanent;
121/Cocoa/permanent;;;;;40.0;;;;;;;;;;;;;;;;5.0;cb23149538de1c42;Cocoa;permanent;22.5
19/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;18fb5197aa553b9c;Cocoa;permanent;
100/Cocoa/permanent;;;15.0;;;;;6.0;;;;;;;;;6.0;;;;6.0;a454a6655aaaaaed;Cocoa;permanent;8.25
99/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;a245de687a867003;Cocoa;permanent;
42/Cocoa/permanent;;;;;;;;;;;;;;;4.0;;4.0;;;;;4de42e351006a2ae;Cocoa;permanent;4.0
75/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;7f076b180f941ec8;Cocoa;permanent;
110/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;b4bb04d2a6472ea0;Cocoa;permanent;
36/Cocoa/permanent;;;;;;;;;;;;;;;;;;;2.0;;;437130e27b6165ec;Cocoa;permanent;2.0
80/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;857b720c7c979ae1;Cocoa;permanent;
57/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;66fdcb391ed58d3d;Cocoa;permanent;
109/Cocoa/permanent;55.0;55.0;;;55.0;;55.0;;55.0;55.0;55.0;;;;55.0;;;;;;;b4829f1e221d9778;Cocoa;permanent;55.0
105/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;abcadd700f8948e3;Cocoa;permanent;
56/Cocoa/permanent;6.0;;6.0;90.0;25.0;;25.0;;;;;;6.0;;;21.0;175.0;;21.0;;175.0;64a227aa24370b17;Cocoa;permanent;55.0
22/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;20589298110cd872;Cocoa;permanent;
112/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;ba23b66825fc1c91;Cocoa;permanent;
41/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;4c4428f2e4550a5a;Cocoa;permanent;
103/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;a7187a1b5b870cf4;Cocoa;permanent;
122/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;cdc89121a4b9478b;Cocoa;permanent;
137/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;f3c2cc112eb0e6fe;Cocoa;permanent;
48/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;588162e9cdf5d66d;Cocoa;permanent;
78/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;841ef18dcb3dbc3e;Cocoa;permanent;
73/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;7b95e27ce402e6e5;Cocoa;permanent;
31/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;3a8618990d23351f;Cocoa;permanent;
88/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;8e0eb10270d768f8;Cocoa;permanent;
128/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;d6ffd6d7dfe22d57;Cocoa;permanent;
1/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;03e477d4ede00e89;Cocoa;permanent;
53/Cocoa/permanent;12.0;12.0;;;12.0;12.0;;;;;;;;10.0;;12.0;;12.0;;;12.0;60982e0f7928740a;Cocoa;permanent;11.75
68/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;773cbe24d8fc9fea;Cocoa;permanent;
134/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;ec84c1e86735dc9b;Cocoa;permanent;
47/Cocoa/permanent;;;;;;;;;;;;;;;;;;;;;;56aa50429893f5ca;Cocoa;permanent;
